Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
03/02/2024,PA008,Perth,New York,First Class,682.0,Yes,2,Vegetarian
30/06/2024,PA003,London,Perth,Premium Economy,1417.5,Yes,1,Egg Free
13/04/2024,PA009,New York,Tokyo,Business Class,783.6,Yes,2,Vegan
27/07/2024,PA009,New York,Tokyo,Economy,2625.0,Yes,2,
16/03/2024,PA011,Perth,Tokyo,First Class,404.0,Yes,0,Dairy Free
20/06/2024,PA001,London,New York,Economy,2015.0,Yes,0,
02/03/2024,PA007,New York,Perth,Business Class,475.2,Yes,1,Vegan
31/05/2024,PA001,London,New York,Business Class,438.0,Yes,0,Vegetarian
28/04/2024,PA002,New York,London,Business Class,807.6,Yes,3,Vegetarian
19/09/2024,PA007,New York,Perth,Economy,2005.0,Yes,2,Vegetarian
05/12/2024,PA003,London,Perth,Business Class,360.0,Yes,0,Vegetarian
22/09/2024,PA002,New York,London,Premium Economy,900.0,Yes,1,Egg Free
25/05/2024,PA003,London,Perth,Business Class,440.4,Yes,1,Vegan
18/10/2024,PA003,London,Perth,Business Class,446.4,Yes,3,Dairy Free
14/11/2024,PA010,Tokyo,New York,First Class,415.0,Yes,3,Egg Free
15/01/2024,PA008,Perth,New York,Business Class,716.4,Yes,3,Dairy Free
19/02/2024,PA006,Tokyo,London,Economy,1920.0,Yes,3,
19/04/2024,PA004,Perth,London,Economy,2015.0,Yes,3,Vegan
02/05/2024,PA009,New York,Tokyo,Premium Economy,1547.5,Yes,2,Egg Free
27/10/2024,PA008,Perth,New York,Premium Economy,1015.0,Yes,2,Vegan
26/07/2024,PA007,New York,Perth,Premium Economy,747.5,Yes,1,Vegetarian
07/02/2024,PA003,London,Perth,First Class,378.0,Yes,2,
01/11/2024,PA010,Tokyo,New York,First Class,626.0,Yes,3,Egg Free
19/11/2024,PA011,Perth,Tokyo,Economy,2370.0,Yes,1,
25/07/2024,PA002,New York,London,First Class,620.0,Yes,0,
30/10/2024,PA001,London,New York,Business Class,692.4,Yes,3,Vegan
14/05/2024,PA007,New York,Perth,Business Class,586.8,Yes,3,Nut Free
20/01/2024,PA002,New York,London,First Class,201.0,Yes,2,Egg Free
16/01/2024,PA002,New York,London,First Class,421.0,Yes,1,Nut Free
23/05/2024,PA012,Tokyo,Perth,Economy,1780.0,Yes,1,Vegan
10/08/2024,PA008,Perth,New York,Premium Economy,1325.0,Yes,2,
09/08/2024,PA002,New York,London,First Class,323.0,Yes,1,Nut Free
05/05/2024,PA004,Perth,London,Premium Economy,962.5,Yes,3,Vegan
23/04/2024,PA003,London,Perth,Premium Economy,1575.0,Yes,1,
20/05/2024,PA002,New York,London,Premium Economy,1660.0,Yes,2,Nut Free
14/06/2024,PA004,Perth,London,Premium Economy,1080.0,Yes,1,Egg Free
29/01/2024,PA001,London,New York,First Class,251.0,Yes,3,Dairy Free
09/10/2024,PA012,Tokyo,Perth,Economy,2285.0,Yes,1,Nut Free
02/03/2024,PA012,Tokyo,Perth,Business Class,752.4,Yes,2,Nut Free
03/08/2024,PA008,Perth,New York,Economy,2255.0,Yes,3,Dairy Free
08/08/2024,PA004,Perth,London,Premium Economy,1452.5,Yes,0,Dairy Free
04/12/2024,PA012,Tokyo,Perth,Premium Economy,1015.0,Yes,0,Vegan
01/02/2024,PA004,Perth,London,Economy,2520.0,Yes,0,Egg Free
29/05/2024,PA007,New York,Perth,Business Class,439.2,Yes,1,Nut Free
21/08/2024,PA003,London,Perth,Economy,1220.0,Yes,3,Vegetarian
03/03/2024,PA005,London,Tokyo,Economy,1225.0,Yes,0,
22/05/2024,PA003,London,Perth,Economy,3415.0,Yes,0,Nut Free
08/08/2024,PA004,Perth,London,First Class,604.0,Yes,2,Nut Free
20/12/2024,PA009,New York,Tokyo,Business Class,424.8,Yes,3,Egg Free
14/06/2024,PA011,Perth,Tokyo,Economy,1545.0,Yes,1,Nut Free
08/03/2024,PA009,New York,Tokyo,Economy,2355.0,Yes,3,Vegan
19/05/2024,PA004,Perth,London,Premium Economy,1540.0,Yes,0,
21/04/2024,PA009,New York,Tokyo,Premium Economy,1315.0,Yes,2,Egg Free
20/11/2024,PA004,Perth,London,Business Class,818.4,Yes,1,Vegan
10/10/2024,PA007,New York,Perth,Premium Economy,1110.0,Yes,3,
26/09/2024,PA009,New York,Tokyo,Economy,1350.0,Yes,3,Vegetarian
13/02/2024,PA005,London,Tokyo,Premium Economy,685.0,Yes,3,Nut Free
27/01/2024,PA010,Tokyo,New York,First Class,348.0,Yes,2,Dairy Free
17/02/2024,PA001,London,New York,Business Class,397.2,Yes,2,Vegan
31/01/2024,PA005,London,Tokyo,Business Class,806.4,Yes,2,Nut Free
13/11/2024,PA006,Tokyo,London,Premium Economy,1440.0,Yes,0,Vegan
21/03/2024,PA011,Perth,Tokyo,Premium Economy,502.5,Yes,0,Vegetarian
07/06/2024,PA008,Perth,New York,Premium Economy,1572.5,Yes,2,Egg Free
18/07/2024,PA006,Tokyo,London,Economy,1450.0,Yes,1,Vegan
06/01/2024,PA003,London,Perth,Business Class,324.0,Yes,2,Dairy Free
02/02/2024,PA003,London,Perth,Business Class,578.4,Yes,2,Nut Free
29/12/2024,PA011,Perth,Tokyo,Business Class,273.6,Yes,3,Egg Free
23/09/2024,PA009,New York,Tokyo,Business Class,619.2,Yes,3,Vegetarian
25/02/2024,PA002,New York,London,Premium Economy,725.0,Yes,1,Vegetarian
04/04/2024,PA012,Tokyo,Perth,Economy,2420.0,Yes,2,Vegan
27/04/2024,PA001,London,New York,Premium Economy,1045.0,Yes,0,Nut Free
15/05/2024,PA007,New York,Perth,Premium Economy,850.0,Yes,2,Vegan
28/09/2024,PA010,Tokyo,New York,Business Class,396.0,Yes,3,
22/01/2024,PA007,New York,Perth,Economy,1350.0,Yes,3,Vegan
18/03/2024,PA004,Perth,London,Premium Economy,702.5,Yes,3,Vegan
21/07/2024,PA008,Perth,New York,First Class,543.0,Yes,2,Vegan
15/07/2024,PA012,Tokyo,Perth,Premium Economy,1422.5,Yes,2,Nut Free
26/07/2024,PA005,London,Tokyo,First Class,578.0,Yes,1,Dairy Free
24/02/2024,PA005,London,Tokyo,Premium Economy,1560.0,Yes,3,Dairy Free
02/03/2024,PA012,Tokyo,Perth,Business Class,271.2,Yes,3,Egg Free
26/12/2024,PA003,London,Perth,Premium Economy,787.5,Yes,2,Vegetarian
07/04/2024,PA006,Tokyo,London,Economy,2885.0,Yes,1,Dairy Free
19/01/2024,PA010,Tokyo,New York,Business Class,728.4,Yes,1,Dairy Free
29/08/2024,PA008,Perth,New York,First Class,366.0,Yes,1,
12/11/2024,PA002,New York,London,First Class,553.0,Yes,0,
20/04/2024,PA003,London,Perth,Business Class,654.0,Yes,0,Vegetarian
14/10/2024,PA007,New York,Perth,Economy,1170.0,Yes,3,Vegan
14/09/2024,PA004,Perth,London,Economy,2565.0,Yes,1,Dairy Free
19/02/2024,PA010,Tokyo,New York,Premium Economy,1297.5,Yes,2,
17/08/2024,PA009,New York,Tokyo,Economy,1125.0,Yes,0,Vegetarian
08/10/2024,PA005,London,Tokyo,First Class,239.0,Yes,3,
04/04/2024,PA011,Perth,Tokyo,Premium Economy,1457.5,Yes,0,
20/05/2024,PA003,London,Perth,Economy,1935.0,Yes,0,Vegan
24/08/2024,PA008,Perth,New York,Business Class,326.4,Yes,3,Dairy Free
31/05/2024,PA008,Perth,New York,First Class,601.0,Yes,3,Vegan
18/02/2024,PA011,Perth,Tokyo,Premium Economy,595.0,Yes,1,Nut Free
17/08/2024,PA005,London,Tokyo,Economy,1895.0,Yes,0,Egg Free
27/03/2024,PA001,London,New York,Economy,1630.0,Yes,1,Nut Free
07/01/2024,PA002,New York,London,Premium Economy,1227.5,Yes,3,Vegan
09/07/2024,PA001,London,New York,Business Class,351.6,Yes,3,Vegan
16/01/2024,PA010,Tokyo,New York,Business Class,777.6,Yes,3,Nut Free
05/09/2024,PA002,New York,London,First Class,267.0,Yes,3,Dairy Free
02/01/2024,PA010,Tokyo,New York,Business Class,572.4,Yes,0,Vegan
16/11/2024,PA011,Perth,Tokyo,Premium Economy,1180.0,Yes,0,
10/02/2024,PA012,Tokyo,Perth,Economy,1745.0,Yes,2,Vegan
29/06/2024,PA005,London,Tokyo,First Class,617.0,Yes,3,Nut Free
10/03/2024,PA002,New York,London,Premium Economy,725.0,Yes,1,Vegan
19/08/2024,PA010,Tokyo,New York,Business Class,452.4,Yes,0,Dairy Free
14/10/2024,PA010,Tokyo,New York,First Class,331.0,Yes,2,
14/08/2024,PA011,Perth,Tokyo,Economy,1355.0,Yes,0,Vegetarian
29/09/2024,PA007,New York,Perth,Economy,3460.0,Yes,3,
21/06/2024,PA005,London,Tokyo,First Class,238.0,Yes,3,Vegan
03/01/2024,PA004,Perth,London,First Class,620.0,Yes,2,
30/11/2024,PA004,Perth,London,Economy,3225.0,Yes,2,
30/04/2024,PA001,London,New York,Economy,2925.0,Yes,2,Vegetarian
23/11/2024,PA001,London,New York,Business Class,772.8,Yes,3,Dairy Free
03/07/2024,PA003,London,Perth,Premium Economy,555.0,Yes,2,Egg Free
05/11/2024,PA002,New York,London,Premium Economy,1030.0,Yes,1,Egg Free
26/06/2024,PA003,London,Perth,Business Class,241.2,Yes,2,Vegetarian
16/03/2024,PA005,London,Tokyo,Business Class,734.4,Yes,2,Vegan
06/01/2024,PA001,London,New York,Business Class,727.2,Yes,2,Nut Free
26/01/2024,PA004,Perth,London,First Class,524.0,Yes,0,Egg Free
25/08/2024,PA011,Perth,Tokyo,Economy,2985.0,Yes,1,Vegetarian
11/10/2024,PA005,London,Tokyo,Economy,1675.0,Yes,3,Vegetarian
30/03/2024,PA012,Tokyo,Perth,Business Class,272.4,Yes,3,
06/02/2024,PA002,New York,London,Business Class,589.2,Yes,1,Vegetarian
01/08/2024,PA006,Tokyo,London,Business Class,789.6,Yes,0,
28/12/2024,PA009,New York,Tokyo,Economy,2705.0,Yes,3,Dairy Free
06/08/2024,PA012,Tokyo,Perth,Business Class,442.8,Yes,3,Nut Free
17/11/2024,PA012,Tokyo,Perth,Premium Economy,1585.0,Yes,1,Vegetarian
17/08/2024,PA003,London,Perth,Business Class,532.8,Yes,2,Nut Free
22/09/2024,PA011,Perth,Tokyo,Economy,2035.0,Yes,0,Vegetarian
24/10/2024,PA003,London,Perth,Premium Economy,1037.5,Yes,1,Nut Free
28/11/2024,PA012,Tokyo,Perth,Business Class,588.0,Yes,2,Nut Free
20/03/2024,PA003,London,Perth,First Class,303.0,Yes,0,
13/08/2024,PA004,Perth,London,Business Class,606.0,Yes,2,Dairy Free
01/03/2024,PA008,Perth,New York,First Class,471.0,Yes,2,Nut Free
22/05/2024,PA004,Perth,London,First Class,670.0,Yes,0,Dairy Free
29/02/2024,PA008,Perth,New York,Business Class,387.6,Yes,2,Egg Free
28/05/2024,PA010,Tokyo,New York,Premium Economy,720.0,Yes,1,
16/10/2024,PA001,London,New York,Premium Economy,662.5,Yes,0,Egg Free
17/12/2024,PA007,New York,Perth,Economy,1295.0,Yes,1,Vegan
26/07/2024,PA009,New York,Tokyo,First Class,225.0,Yes,2,Vegan
28/12/2024,PA008,Perth,New York,Premium Economy,542.5,Yes,2,
20/09/2024,PA005,London,Tokyo,Economy,2355.0,Yes,3,Egg Free
02/10/2024,PA006,Tokyo,London,Business Class,706.8,Yes,1,Vegan
02/04/2024,PA003,London,Perth,First Class,667.0,Yes,1,Vegan
09/02/2024,PA010,Tokyo,New York,First Class,680.0,Yes,1,Egg Free
03/09/2024,PA009,New York,Tokyo,Business Class,369.6,Yes,2,Nut Free
31/08/2024,PA011,Perth,Tokyo,First Class,284.0,Yes,3,Egg Free
21/01/2024,PA001,London,New York,Business Class,552.0,Yes,3,Dairy Free
10/08/2024,PA006,Tokyo,London,First Class,234.0,Yes,3,Egg Free
16/12/2024,PA012,Tokyo,Perth,Premium Economy,552.5,Yes,2,Dairy Free
04/04/2024,PA002,New York,London,Business Class,304.8,Yes,0,Vegan
13/10/2024,PA009,New York,Tokyo,First Class,410.0,Yes,0,Dairy Free
21/11/2024,PA005,London,Tokyo,Economy,1665.0,Yes,0,Nut Free
23/06/2024,PA001,London,New York,Premium Economy,582.5,Yes,3,Nut Free
06/09/2024,PA011,Perth,Tokyo,Premium Economy,710.0,Yes,1,Vegetarian
21/02/2024,PA003,London,Perth,Business Class,436.8,Yes,0,Egg Free
08/10/2024,PA011,Perth,Tokyo,Premium Economy,1360.0,Yes,1,Dairy Free
11/11/2024,PA008,Perth,New York,Premium Economy,1332.5,Yes,3,Nut Free
21/11/2024,PA012,Tokyo,Perth,First Class,555.0,Yes,0,Nut Free
08/06/2024,PA009,New York,Tokyo,First Class,589.0,Yes,0,Vegan
26/11/2024,PA012,Tokyo,Perth,First Class,495.0,Yes,1,Dairy Free
26/05/2024,PA002,New York,London,Economy,3405.0,Yes,3,Vegetarian
17/04/2024,PA006,Tokyo,London,Business Class,550.8,Yes,2,Egg Free
30/08/2024,PA008,Perth,New York,Business Class,602.4,Yes,0,Nut Free
06/01/2024,PA007,New York,Perth,Premium Economy,1192.5,Yes,3,Egg Free
04/08/2024,PA007,New York,Perth,Premium Economy,1235.0,Yes,1,Vegetarian
28/05/2024,PA006,Tokyo,London,First Class,507.0,Yes,2,
02/04/2024,PA011,Perth,Tokyo,First Class,506.0,Yes,2,Dairy Free
09/11/2024,PA001,London,New York,Economy,1370.0,Yes,2,Vegan
09/10/2024,PA006,Tokyo,London,First Class,514.0,Yes,1,
18/12/2024,PA010,Tokyo,New York,Business Class,362.4,Yes,3,Egg Free
31/12/2024,PA001,London,New York,Premium Economy,615.0,Yes,0,Egg Free
21/08/2024,PA010,Tokyo,New York,First Class,421.0,Yes,1,
13/06/2024,PA008,Perth,New York,First Class,632.0,Yes,1,Vegan
04/12/2024,PA005,London,Tokyo,First Class,256.0,Yes,0,Egg Free
03/11/2024,PA012,Tokyo,Perth,Premium Economy,1087.5,Yes,0,Vegetarian
26/07/2024,PA007,New York,Perth,Business Class,424.8,Yes,1,Egg Free
29/11/2024,PA007,New York,Perth,Premium Economy,882.5,Yes,0,
15/04/2024,PA006,Tokyo,London,Premium Economy,1355.0,Yes,3,
13/12/2024,PA003,London,Perth,Business Class,364.8,Yes,0,Nut Free
04/11/2024,PA009,New York,Tokyo,Economy,2045.0,Yes,0,Dairy Free
20/08/2024,PA009,New York,Tokyo,First Class,505.0,Yes,3,Vegan
17/08/2024,PA009,New York,Tokyo,Economy,2525.0,Yes,3,Nut Free
23/05/2024,PA011,Perth,Tokyo,Business Class,697.2,Yes,2,Dairy Free
25/08/2024,PA003,London,Perth,Premium Economy,1207.5,Yes,0,Dairy Free
08/11/2024,PA009,New York,Tokyo,Premium Economy,670.0,Yes,2,Vegetarian
27/01/2024,PA011,Perth,Tokyo,Business Class,289.2,Yes,2,Dairy Free
07/02/2024,PA004,Perth,London,First Class,583.0,Yes,2,Egg Free
29/12/2024,PA002,New York,London,Premium Economy,740.0,Yes,2,
25/09/2024,PA012,Tokyo,Perth,First Class,485.0,Yes,0,Vegan
24/04/2024,PA007,New York,Perth,First Class,673.0,Yes,3,Vegan
05/12/2024,PA008,Perth,New York,Business Class,734.4,Yes,2,Vegetarian
11/11/2024,PA004,Perth,London,Economy,3405.0,Yes,2,Egg Free
02/12/2024,PA008,Perth,New York,First Class,288.0,Yes,0,Vegetarian
14/07/2024,PA005,London,Tokyo,Economy,2290.0,Yes,1,Egg Free
10/01/2024,PA002,New York,London,Economy,3305.0,Yes,0,
23/08/2024,PA003,London,Perth,Economy,2455.0,Yes,1,Dairy Free
22/02/2024,PA009,New York,Tokyo,Premium Economy,507.5,Yes,1,Nut Free
28/05/2024,PA007,New York,Perth,First Class,584.0,Yes,1,Dairy Free
04/01/2024,PA011,Perth,Tokyo,Business Class,692.4,Yes,1,Vegan
02/04/2024,PA004,Perth,London,First Class,280.0,Yes,2,Vegan
25/09/2024,PA004,Perth,London,Business Class,321.6,Yes,3,
30/07/2024,PA001,London,New York,Premium Economy,560.0,Yes,1,Vegan
19/12/2024,PA006,Tokyo,London,Business Class,529.2,Yes,3,Vegan
11/10/2024,PA005,London,Tokyo,First Class,633.0,Yes,0,
16/02/2024,PA010,Tokyo,New York,Business Class,594.0,Yes,3,Vegan
15/06/2024,PA009,New York,Tokyo,Business Class,453.6,Yes,1,Egg Free
20/10/2024,PA003,London,Perth,Business Class,656.4,Yes,1,
19/04/2024,PA001,London,New York,Premium Economy,1287.5,Yes,0,Vegan
07/10/2024,PA010,Tokyo,New York,First Class,583.0,Yes,3,Dairy Free
12/12/2024,PA011,Perth,Tokyo,Economy,1165.0,Yes,3,Vegetarian
09/12/2024,PA007,New York,Perth,Premium Economy,1170.0,Yes,2,Egg Free
13/04/2024,PA009,New York,Tokyo,Economy,2110.0,Yes,3,Dairy Free
16/01/2024,PA003,London,Perth,Premium Economy,867.5,Yes,1,Egg Free
11/03/2024,PA004,Perth,London,Business Class,804.0,Yes,2,Vegan
13/06/2024,PA009,New York,Tokyo,First Class,519.0,Yes,2,Nut Free
24/10/2024,PA012,Tokyo,Perth,Business Class,700.8,Yes,0,Vegetarian
31/03/2024,PA001,London,New York,Business Class,553.2,Yes,2,Nut Free
21/02/2024,PA008,Perth,New York,Premium Economy,1505.0,Yes,2,Egg Free
11/10/2024,PA006,Tokyo,London,Business Class,704.4,Yes,2,Vegan
18/09/2024,PA002,New York,London,First Class,630.0,Yes,2,
25/10/2024,PA004,Perth,London,First Class,313.0,Yes,3,Egg Free
15/09/2024,PA005,London,Tokyo,First Class,655.0,Yes,0,Dairy Free
19/04/2024,PA002,New York,London,Business Class,423.6,Yes,1,Nut Free
03/04/2024,PA009,New York,Tokyo,Economy,3340.0,Yes,3,Egg Free
02/06/2024,PA007,New York,Perth,Business Class,408.0,Yes,2,Vegetarian
10/06/2024,PA010,Tokyo,New York,Premium Economy,1317.5,Yes,3,Nut Free
08/01/2024,PA012,Tokyo,Perth,Economy,3120.0,Yes,2,Vegetarian
25/09/2024,PA003,London,Perth,Premium Economy,572.5,Yes,0,Egg Free
30/09/2024,PA006,Tokyo,London,Premium Economy,1435.0,Yes,1,Vegan
16/09/2024,PA005,London,Tokyo,First Class,233.0,Yes,3,Nut Free
29/07/2024,PA008,Perth,New York,Business Class,520.8,Yes,2,Vegetarian
14/05/2024,PA005,London,Tokyo,First Class,239.0,Yes,2,Dairy Free
18/11/2024,PA007,New York,Perth,Premium Economy,600.0,Yes,1,Vegetarian
27/05/2024,PA009,New York,Tokyo,Economy,1520.0,Yes,2,Egg Free
15/07/2024,PA008,Perth,New York,Business Class,316.8,Yes,0,Nut Free
16/11/2024,PA009,New York,Tokyo,Economy,2290.0,Yes,2,Vegetarian
11/01/2024,PA012,Tokyo,Perth,First Class,269.0,Yes,1,Nut Free
12/02/2024,PA011,Perth,Tokyo,Business Class,504.0,Yes,2,
24/02/2024,PA008,Perth,New York,Economy,1500.0,Yes,1,Vegan
28/01/2024,PA011,Perth,Tokyo,Business Class,512.4,Yes,1,Nut Free
08/02/2024,PA009,New York,Tokyo,Premium Economy,585.0,Yes,2,Vegetarian
19/07/2024,PA008,Perth,New York,Business Class,463.2,Yes,2,Nut Free
20/08/2024,PA006,Tokyo,London,Premium Economy,1325.0,Yes,1,Dairy Free
19/11/2024,PA007,New York,Perth,Premium Economy,1372.5,Yes,2,
22/03/2024,PA005,London,Tokyo,First Class,340.0,Yes,1,Nut Free
14/02/2024,PA004,Perth,London,Business Class,678.0,Yes,0,Nut Free
20/10/2024,PA004,Perth,London,First Class,616.0,Yes,3,Egg Free
08/12/2024,PA002,New York,London,First Class,333.0,Yes,3,
17/04/2024,PA009,New York,Tokyo,Premium Economy,1000.0,Yes,0,
04/02/2024,PA001,London,New York,Premium Economy,537.5,Yes,2,
29/01/2024,PA010,Tokyo,New York,First Class,413.0,Yes,2,Nut Free
27/04/2024,PA003,London,Perth,Premium Economy,965.0,Yes,3,Dairy Free
09/05/2024,PA010,Tokyo,New York,Premium Economy,1725.0,Yes,0,Vegetarian
23/12/2024,PA002,New York,London,Premium Economy,1475.0,Yes,0,
15/04/2024,PA004,Perth,London,Premium Economy,1582.5,Yes,0,Vegetarian
23/12/2024,PA004,Perth,London,Business Class,399.6,Yes,2,Nut Free
27/08/2024,PA012,Tokyo,Perth,Premium Economy,1312.5,Yes,2,Nut Free
02/11/2024,PA005,London,Tokyo,Economy,1170.0,Yes,3,Dairy Free
21/07/2024,PA007,New York,Perth,Business Class,746.4,Yes,3,Egg Free
15/08/2024,PA009,New York,Tokyo,Business Class,608.4,Yes,2,Dairy Free
11/11/2024,PA009,New York,Tokyo,First Class,456.0,Yes,3,Nut Free
26/04/2024,PA012,Tokyo,Perth,Premium Economy,1735.0,Yes,1,Egg Free
26/04/2024,PA002,New York,London,Business Class,338.4,Yes,3,Nut Free
19/05/2024,PA005,London,Tokyo,First Class,341.0,Yes,3,Egg Free
04/07/2024,PA008,Perth,New York,Business Class,622.8,Yes,2,
11/03/2024,PA005,London,Tokyo,Business Class,708.0,Yes,0,Egg Free
15/02/2024,PA005,London,Tokyo,Business Class,309.6,Yes,2,Egg Free
18/04/2024,PA007,New York,Perth,Premium Economy,1282.5,Yes,0,Vegetarian
27/10/2024,PA010,Tokyo,New York,First Class,695.0,Yes,2,Egg Free
24/03/2024,PA004,Perth,London,Economy,1810.0,Yes,2,
30/01/2024,PA007,New York,Perth,Economy,2815.0,Yes,2,Vegan
04/11/2024,PA011,Perth,Tokyo,Premium Economy,1145.0,Yes,0,Nut Free
03/08/2024,PA005,London,Tokyo,First Class,334.0,Yes,0,Egg Free
21/11/2024,PA012,Tokyo,Perth,Economy,1265.0,Yes,0,Vegan
12/11/2024,PA009,New York,Tokyo,Premium Economy,652.5,Yes,3,Nut Free
28/02/2024,PA003,London,Perth,First Class,415.0,Yes,0,Egg Free
02/06/2024,PA003,London,Perth,Business Class,711.6,Yes,1,Dairy Free
09/08/2024,PA012,Tokyo,Perth,Economy,1270.0,Yes,2,Vegetarian
16/03/2024,PA007,New York,Perth,Economy,3010.0,Yes,1,Nut Free
04/06/2024,PA005,London,Tokyo,Business Class,799.2,Yes,0,Dairy Free
28/10/2024,PA006,Tokyo,London,Economy,1055.0,Yes,2,Dairy Free
09/12/2024,PA007,New York,Perth,Premium Economy,1650.0,Yes,3,Vegetarian
18/10/2024,PA006,Tokyo,London,Premium Economy,1722.5,Yes,0,Vegetarian
27/04/2024,PA006,Tokyo,London,Premium Economy,805.0,Yes,0,Vegan
16/05/2024,PA006,Tokyo,London,First Class,307.0,Yes,1,Dairy Free
24/04/2024,PA006,Tokyo,London,Premium Economy,855.0,Yes,3,Vegetarian
29/01/2024,PA009,New York,Tokyo,Premium Economy,1227.5,Yes,3,Dairy Free
06/08/2024,PA003,London,Perth,Economy,1715.0,Yes,0,Egg Free
11/12/2024,PA012,Tokyo,Perth,Business Class,634.8,Yes,1,Vegetarian
15/10/2024,PA004,Perth,London,Economy,1405.0,Yes,3,Vegetarian
17/09/2024,PA003,London,Perth,Business Class,411.6,Yes,0,Nut Free
18/11/2024,PA010,Tokyo,New York,Business Class,800.4,Yes,0,Vegetarian
29/01/2024,PA009,New York,Tokyo,Economy,1995.0,Yes,0,Egg Free
25/03/2024,PA011,Perth,Tokyo,First Class,201.0,Yes,1,Vegan
22/12/2024,PA002,New York,London,First Class,525.0,Yes,1,Egg Free
26/07/2024,PA009,New York,Tokyo,Economy,2685.0,Yes,2,Vegetarian
24/08/2024,PA006,Tokyo,London,First Class,303.0,Yes,3,Dairy Free
10/01/2024,PA010,Tokyo,New York,Premium Economy,927.5,Yes,1,Egg Free
06/10/2024,PA003,London,Perth,Premium Economy,1047.5,Yes,3,Egg Free
22/08/2024,PA012,Tokyo,Perth,Business Class,675.6,Yes,0,Vegetarian
23/05/2024,PA003,London,Perth,Economy,2815.0,Yes,1,Dairy Free
09/02/2024,PA001,London,New York,Economy,2700.0,Yes,0,
13/06/2024,PA006,Tokyo,London,Economy,1945.0,Yes,1,Vegetarian
19/09/2024,PA010,Tokyo,New York,Economy,2720.0,Yes,0,
23/03/2024,PA012,Tokyo,Perth,Economy,2015.0,Yes,3,Dairy Free
07/11/2024,PA006,Tokyo,London,First Class,215.0,Yes,3,Dairy Free
16/05/2024,PA005,London,Tokyo,Business Class,487.2,Yes,1,Nut Free
15/08/2024,PA003,London,Perth,Business Class,496.8,Yes,1,Egg Free
12/07/2024,PA007,New York,Perth,First Class,411.0,Yes,3,
17/06/2024,PA001,London,New York,First Class,462.0,Yes,1,Vegetarian
17/12/2024,PA010,Tokyo,New York,First Class,224.0,Yes,2,
23/08/2024,PA009,New York,Tokyo,First Class,530.0,Yes,3,Egg Free
10/11/2024,PA006,Tokyo,London,Premium Economy,1702.5,Yes,0,Egg Free
23/04/2024,PA008,Perth,New York,Economy,2630.0,Yes,3,Egg Free
05/10/2024,PA006,Tokyo,London,First Class,659.0,Yes,1,
12/04/2024,PA012,Tokyo,Perth,Premium Economy,1222.5,Yes,0,Egg Free
13/01/2024,PA007,New York,Perth,First Class,571.0,Yes,3,Dairy Free
17/06/2024,PA004,Perth,London,Premium Economy,500.0,Yes,2,Egg Free
15/05/2024,PA001,London,New York,Business Class,699.6,Yes,1,
19/02/2024,PA011,Perth,Tokyo,Economy,2810.0,Yes,2,Vegetarian
25/03/2024,PA002,New York,London,Economy,2325.0,Yes,3,Vegetarian
21/10/2024,PA001,London,New York,Economy,2000.0,Yes,0,Nut Free
16/11/2024,PA004,Perth,London,Economy,1050.0,Yes,3,Vegetarian
06/04/2024,PA012,Tokyo,Perth,First Class,235.0,Yes,2,Vegetarian
07/06/2024,PA008,Perth,New York,Economy,2740.0,Yes,0,Vegan
01/04/2024,PA005,London,Tokyo,Business Class,552.0,Yes,2,Vegan
17/12/2024,PA011,Perth,Tokyo,First Class,208.0,Yes,3,Vegan
10/06/2024,PA006,Tokyo,London,Premium Economy,1147.5,Yes,3,Vegan
26/01/2024,PA008,Perth,New York,Economy,2610.0,Yes,0,
17/01/2024,PA012,Tokyo,Perth,Business Class,805.2,Yes,1,
04/03/2024,PA001,London,New York,Business Class,697.2,Yes,0,
08/08/2024,PA011,Perth,Tokyo,First Class,582.0,Yes,3,Vegan
20/07/2024,PA001,London,New York,Economy,2885.0,Yes,3,Nut Free
17/06/2024,PA008,Perth,New York,Premium Economy,1185.0,Yes,3,Nut Free
21/01/2024,PA009,New York,Tokyo,Business Class,411.6,Yes,3,Dairy Free
01/03/2024,PA004,Perth,London,First Class,493.0,Yes,1,Egg Free
12/05/2024,PA005,London,Tokyo,Premium Economy,1030.0,Yes,0,Egg Free
25/12/2024,PA007,New York,Perth,Business Class,386.4,Yes,1,
17/04/2024,PA007,New York,Perth,Business Class,355.2,Yes,3,Dairy Free
17/01/2024,PA005,London,Tokyo,Business Class,537.6,Yes,1,Vegan
05/04/2024,PA011,Perth,Tokyo,Business Class,763.2,Yes,3,
03/07/2024,PA004,Perth,London,Business Class,550.8,Yes,1,Dairy Free
25/04/2024,PA007,New York,Perth,Business Class,482.4,Yes,1,Egg Free
24/10/2024,PA011,Perth,Tokyo,Business Class,712.8,Yes,2,Vegan
31/01/2024,PA012,Tokyo,Perth,First Class,397.0,Yes,1,Egg Free
19/02/2024,PA009,New York,Tokyo,Economy,2385.0,Yes,2,Vegan
30/10/2024,PA001,London,New York,First Class,287.0,Yes,2,Vegetarian
14/01/2024,PA010,Tokyo,New York,Business Class,636.0,Yes,1,Nut Free
24/02/2024,PA006,Tokyo,London,Premium Economy,1132.5,Yes,2,Nut Free
14/08/2024,PA002,New York,London,First Class,429.0,Yes,3,Nut Free
15/10/2024,PA012,Tokyo,Perth,Business Class,273.6,Yes,2,Vegan
